,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet_x,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,tweet_y,sentiment
10,1419387605527977991,1419387605527977991,2021-07-26 04:02:30 China Standard Time,2021-07-26,04:02:30,800,1167664584834080769,joker_xrp,XRPJoker🃏,,Know This: With Money And Finance — Absolutely Nothing Is As It Seems. #Xrp🃏,en,[],[],[],7,6,102,['xrp'],[],https://twitter.com/joker_xrp/status/1419387605527977991,False,,0,,,,,,,,[],,,,,Know This: With Money And Finance — Absolutely Nothing Is As It Seems. #Xrp🃏,0
11,1419364890788212746,1419364890788212746,2021-07-26 02:32:15 China Standard Time,2021-07-26,02:32:15,800,795322679637196800,xrp334,xrpnews.crypto ⚡️,,#XRP 🌍✅🏆  https://t.co/ehegnS4AuC,und,[],[],['https://pbs.twimg.com/media/E7KYyFIXIAwGIGi.jpg'],0,9,31,['xrp'],[],https://twitter.com/xrp334/status/1419364890788212746,False,,1,https://pbs.twimg.com/media/E7KYyFIXIAwGIGi.jpg,,,,,,,[],,,,,#XRP 🌍✅🏆  https://t.co/ehegnS4AuC,0
12,1419356497092427780,1419356497092427780,2021-07-26 01:58:53 China Standard Time,2021-07-26,01:58:53,800,1372675830682415109,therealpattyxrp,Patty XRP,,#XRP is for everyone. Period.,en,[],[],[],4,10,84,['xrp'],[],https://twitter.com/theREALpattyxrp/status/1419356497092427780,False,https://twitter.com/panosmek/status/1419269298468569090,0,,,,,,,,[],,,,,#XRP is for everyone. Period.,1
13,1419354117810659330,1419354117810659330,2021-07-26 01:49:26 China Standard Time,2021-07-26,01:49:26,800,930453075457921029,ripplexrpie,JackTheRippler🤫🐻🏦,,If you get rich then you are lucky not because of the generational wealth because you knew about crypto before 99% of the people.   50% luck / 50% research #XRP,en,[],[],[],31,61,597,['xrp'],[],https://twitter.com/RippleXrpie/status/1419354117810659330,False,,0,,,,,,,,[],,,,,If you get rich then you are lucky not because of the generational wealth because you knew about crypto before 99% of the people.   50% luck / 50% research #XRP,1
14,1419351675073040386,1419288484469252103,2021-07-26 01:39:44 China Standard Time,2021-07-26,01:39:44,800,3054752238,amitkejriwal01,Amit kejriwal,,@XRPGAWD Possible it's a simple calculation. At present if #xrp goes to 23000 sat which was previous top for xrp in terms of Satoshi that's 8$ at current BTC price . So of BTC is at 70k that's 16$ xrp at 23000 sat. If BTC goes 100k plus and xrp breaks 23k sat then 25$ to 35$ possible.,en,[],[],[],2,2,14,['xrp'],[],https://twitter.com/amitkejriwal01/status/1419351675073040386,False,,0,,,,,,,,"[{'screen_name': 'XRPGAWD', 'name': 'ҲƦƤ ƓƛƜƊ', 'id': '1375139722780155905'}]",,,,,@XRPGAWD Possible it's a simple calculation. At present if #xrp goes to 23000 sat which was previous top for xrp in terms of Satoshi that's 8$ at current BTC price . So of BTC is at 70k that's 16$ xrp at 23000 sat. If BTC goes 100k plus and xrp breaks 23k sat then 25$ to 35$ possible.,0
15,1419349985330671617,1419349985330671617,2021-07-26 01:33:01 China Standard Time,2021-07-26,01:33:01,800,119390045,gthegreyfox,G. The Grey. Fox.,,A High Tide Raises All Ships 724  Distributed Ledger724 Super Pink Moon 724 / #XRP  near 180* alignment / 2 worlds collide  https://t.co/xFCULrIiFx,en,[],[],['https://pbs.twimg.com/media/E7KK39_WYAAVsxl.png'],2,3,11,['xrp'],[],https://twitter.com/GThegreyfox/status/1419349985330671617,False,https://twitter.com/archillect/status/1419347754241994754,1,https://pbs.twimg.com/media/E7KK39_WYAAVsxl.png,,,,,,,[],,,,,A High Tide Raises All Ships 724  Distributed Ledger724 Super Pink Moon 724 / #XRP  near 180* alignment / 2 worlds collide  https://t.co/xFCULrIiFx,1
16,1419346014012588032,1419346014012588032,2021-07-26 01:17:14 China Standard Time,2021-07-26,01:17:14,800,1033761461699571712,cryptobull2020,CryptoBull,,After just a small exchange with @HammerToe I don’t blame @Bitboy_Crypto one bit for not wanting a discussion. Matt is a complete insecure and arrogant personality. I am sure there are better personalities in the #XRP community to have that conversation.,en,"[{'screen_name': 'hammertoe', 'name': 'matt hamilton', 'id': '17023078'}, {'screen_name': 'bitboy_crypto', 'name': 'ben armstrong', 'id': '954005112174862336'}]",[],[],38,3,85,['xrp'],[],https://twitter.com/CryptoBull2020/status/1419346014012588032,False,,0,,,,,,,,[],,,,,After just a small exchange with @HammerToe I don’t blame @Bitboy_Crypto one bit for not wanting a discussion. Matt is a complete insecure and arrogant personality. I am sure there are better personalities in the #XRP community to have that conversation.,0
17,1419328720775569412,1419328720775569412,2021-07-26 00:08:31 China Standard Time,2021-07-26,00:08:31,800,1340704471656095748,sirrobartii1,🧂🇨🇭Robert Art🇨🇭🧂,,"The market spends most of its time crashing. You will get amazing entries sooner or later. Just be patient. When I was waiting for #XRP to hit $0.15, it took over two years. Patience pays off.",en,[],[],[],2,10,146,['xrp'],[],https://twitter.com/SirRobArtII1/status/1419328720775569412,False,,0,,,,,,,,[],,,,,"The market spends most of its time crashing. You will get amazing entries sooner or later. Just be patient. When I was waiting for #XRP to hit $0.15, it took over two years. Patience pays off.",0
18,1419326509077172228,1419326509077172228,2021-07-25 23:59:44 China Standard Time,2021-07-25,23:59:44,800,297012999,leerzeit,Stefan W. Huber 💫,,"I actually like @coinbureau, but his fundamental dislike of #xrp and his outraged surprise that XRP is mentioned by the WEF as one of the CT with the greatest potential makes me feel kind of embarrassed for him.   https://t.co/zLYqUqtiO9",en,"[{'screen_name': 'coinbureau', 'name': 'coin bureau (guy.eth)🕵🏻', 'id': '906230721513181184'}]",['https://youtu.be/orlpLOrHKsI'],[],4,3,39,['xrp'],[],https://twitter.com/Leerzeit/status/1419326509077172228,False,,0,,,,,,,,[],,,,,"I actually like @coinbureau, but his fundamental dislike of #xrp and his outraged surprise that XRP is mentioned by the WEF as one of the CT with the greatest potential makes me feel kind of embarrassed for him.   https://t.co/zLYqUqtiO9",0
19,1419325868850106375,1419325868850106375,2021-07-25 23:57:11 China Standard Time,2021-07-25,23:57:11,800,802258152301285376,blebrock92,BLB,,So what do we think will happen tomorrow? Huge pump or huge dump? 🤔 #XRP  https://t.co/VK3tU5LL3I,en,[],[],['https://pbs.twimg.com/media/E7J1WuzUUAo5-Lz.jpg'],57,5,123,['xrp'],[],https://twitter.com/blebrock92/status/1419325868850106375,False,,1,https://pbs.twimg.com/media/E7J1WuzUUAo5-Lz.jpg,,,,,,,[],,,,,So what do we think will happen tomorrow? Huge pump or huge dump? 🤔 #XRP  https://t.co/VK3tU5LL3I,0
20,1419312441293516801,1419312441293516801,2021-07-25 23:03:50 China Standard Time,2021-07-25,23:03:50,800,946431618444677120,cryptoamb,AMBCrypto,,#XRP gains could be limited until this happens   https://t.co/qfuWouN54b,en,[],['https://ambcrypto.com/xrp-gains-could-be-limited-until-this-happens/'],[],1,2,4,['xrp'],[],https://twitter.com/CryptoAmb/status/1419312441293516801,False,,0,,,,,,,,[],,,,,#XRP gains could be limited until this happens   https://t.co/qfuWouN54b,-1
21,1419310970048958465,1419310970048958465,2021-07-25 22:57:59 China Standard Time,2021-07-25,22:57:59,800,944593203000500227,jaydee_757,JD,,"People bashing on $XRP: Stop talking fundamentals, (although it has one of the strongest fundamentals out there). Rather look into the charts, we are on the verge of exploding VERY HIGH comparing to most top 20 alts! Once we dip to under 0.40, im accumulating a shit load! #XRP !!",en,[],[],[],12,7,55,['xrp'],['xrp'],https://twitter.com/jaydee_757/status/1419310970048958465,False,,0,,,,,,,,[],,,,,"People bashing on $XRP: Stop talking fundamentals, (although it has one of the strongest fundamentals out there). Rather look into the charts, we are on the verge of exploding VERY HIGH comparing to most top 20 alts! Once we dip to under 0.40, im accumulating a shit load! #XRP !!",0
22,1419304147501797376,1419304147501797376,2021-07-25 22:30:52 China Standard Time,2021-07-25,22:30:52,800,1355377841991426051,xrpisourfuture,The Chosen One,,"""I Feel A Settlement This Week!"" #XRP 👀",en,[],[],[],72,47,689,['xrp'],[],https://twitter.com/XRPisOurFuture/status/1419304147501797376,False,,0,,,,,,,,[],,,,,"""I Feel A Settlement This Week!"" #XRP 👀",1
23,1419302032826114051,1419302032826114051,2021-07-25 22:22:28 China Standard Time,2021-07-25,22:22:28,800,1033761461699571712,cryptobull2020,CryptoBull,,"#XRP accomplishes what Bitcoin fails to do: fast, inexpensive and scalable!",en,[],[],[],3,10,112,['xrp'],[],https://twitter.com/CryptoBull2020/status/1419302032826114051,False,https://twitter.com/davincij15/status/1419229841203900416,0,,,,,,,,[],,,,,"#XRP accomplishes what Bitcoin fails to do: fast, inexpensive and scalable!",1
24,1419291411325898761,1419291411325898761,2021-07-25 21:40:16 China Standard Time,2021-07-25,21:40:16,800,930453075457921029,ripplexrpie,JackTheRippler🤫🐻🏦,,Next week life changing week for the #XRP holders?,en,[],[],[],185,99,1470,['xrp'],[],https://twitter.com/RippleXrpie/status/1419291411325898761,False,,0,,,,,,,,[],,,,,Next week life changing week for the #XRP holders?,0
25,1419247267026935808,1419247267026935808,2021-07-25 18:44:51 China Standard Time,2021-07-25,18:44:51,800,926666870555471874,kaiun69,開運鬼龍🐳,,独り言⚠️  お騒がせしました  結果  単に私の誤りで少数が多過ぎたらしく一旦キャンセルされ返金されました😍  只今再トライしています㊗️  開運鬼龍🐳#XRP 頼む！,ja,[],[],[],4,1,104,['xrp'],[],https://twitter.com/kaiun69/status/1419247267026935808,False,https://twitter.com/kaiun69/status/1419233339844698113,0,,,,,,,,[],,,,,独り言⚠️  お騒がせしました  結果  単に私の誤りで少数が多過ぎたらしく一旦キャンセルされ返金されました😍  只今再トライしています㊗️  開運鬼龍🐳#XRP 頼む！,10
26,1419240012965629953,1419240012965629953,2021-07-25 18:16:01 China Standard Time,2021-07-25,18:16:01,800,1340704471656095748,sirrobartii1,🧂🇨🇭Robert Art🇨🇭🧂,,"If you want to preview my course, here is 27 minutes of free content, as I explain my method by dissecting the #XRP chart:  Ripple XRP Price Chart - EXPLOSIVE SETUP, $7-$13 MOVE COMING  https://t.co/KGq4eeexUg via @YouTube",en,"[{'screen_name': 'youtube', 'name': 'youtube', 'id': '10228272'}]",['https://youtu.be/BME1q66caZY'],[],12,26,171,['xrp'],[],https://twitter.com/SirRobArtII1/status/1419240012965629953,False,,0,,,,,,,,[],,,,,"If you want to preview my course, here is 27 minutes of free content, as I explain my method by dissecting the #XRP chart:  Ripple XRP Price Chart - EXPLOSIVE SETUP, $7-$13 MOVE COMING  https://t.co/KGq4eeexUg via @YouTube",10
27,1419205669689901057,1419205669689901057,2021-07-25 15:59:33 China Standard Time,2021-07-25,15:59:33,800,1340704471656095748,sirrobartii1,🧂🇨🇭Robert Art🇨🇭🧂,,The bullieve pump will leave you in disbelief. $7-$13 #XRP.🚀,en,[],[],[],24,45,487,['xrp'],[],https://twitter.com/SirRobArtII1/status/1419205669689901057,False,,0,,,,,,,,[],,,,,The bullieve pump will leave you in disbelief. $7-$13 #XRP.🚀,1
28,1419200519248089091,1419200519248089091,2021-07-25 15:39:05 China Standard Time,2021-07-25,15:39:05,800,1359669474769530882,universetwenty,XRP CAPTAIN 590,,Im Going To Planet #XRP Next Week. 😉🚀  https://t.co/oIJmjoThdH,en,[],[],[],6,8,71,['xrp'],[],https://twitter.com/UniverseTwenty/status/1419200519248089091,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1419200451010908162/pu/img/_c3Xwo5u5VR5zEL-.jpg,,,,,,,[],,,,,Im Going To Planet #XRP Next Week. 😉🚀  https://t.co/oIJmjoThdH,1
29,1419200268885839879,1419200268885839879,2021-07-25 15:38:06 China Standard Time,2021-07-25,15:38:06,800,1305141839456997379,crypto4x,XRP-only,,Ripple vs. SEC Lawsuit Takes A Surprising Turn As New Bombshell Case Springs Up  https://t.co/495JrVkwqU via @ZyCrypto  #XRP,en,"[{'screen_name': 'zycrypto', 'name': 'zycrypto', 'id': '2264381694'}]",['https://zycrypto.com/ripple-vs-sec-lawsuit-takes-a-surprising-turn-as-new-bombshell-case-springs-up/'],[],0,2,1,['xrp'],[],https://twitter.com/crypto4x/status/1419200268885839879,False,,0,,,,,,,,[],,,,,Ripple vs. SEC Lawsuit Takes A Surprising Turn As New Bombshell Case Springs Up  https://t.co/495JrVkwqU via @ZyCrypto  #XRP,1
30,1419188941593395203,1419143225470689280,2021-07-25 14:53:05 China Standard Time,2021-07-25,14:53:05,800,1385348079776325637,xrpvenum88,xrptodamoonbruh,,"@JoelKatz This is also interesting about $xrp #xrp. The logo has two bull horns, Saturn and Jupiter both wore bull horns, the lawsuit was brought on the date of the conjunction of Saturn and Jupiter. They call it the Star of Betheleham, The Christmas Star. two bullhorns make the logo  https://t.co/sNeRgRXyw1",en,[],[],['https://pbs.twimg.com/media/E7H4iLqWEAIWSl9.jpg'],1,2,22,['xrp'],['xrp'],https://twitter.com/xrpvenum88/status/1419188941593395203,False,,1,https://pbs.twimg.com/media/E7H4iLqWEAIWSl9.jpg,,,,,,,"[{'screen_name': 'JoelKatz', 'name': 'Ｄａｖｉｄ Ｓｃｈｗａｒｔｚ', 'id': '35749949'}]",,,,,"@JoelKatz This is also interesting about $xrp #xrp. The logo has two bull horns, Saturn and Jupiter both wore bull horns, the lawsuit was brought on the date of the conjunction of Saturn and Jupiter. They call it the Star of Betheleham, The Christmas Star. two bullhorns make the logo  https://t.co/sNeRgRXyw1",0
31,1419181926359855107,1419181926359855107,2021-07-25 14:25:13 China Standard Time,2021-07-25,14:25:13,800,1359669474769530882,universetwenty,XRP CAPTAIN 590,,@elonmusk Himself Is Tired Of #XRP Sec Dumbshit Lawsuit.  https://t.co/WmUDwXhRcj,en,[],[],['https://pbs.twimg.com/media/E7Hybs0VkAE_SJx.jpg'],0,5,48,['xrp'],[],https://twitter.com/UniverseTwenty/status/1419181926359855107,False,,1,https://pbs.twimg.com/media/E7Hybs0VkAE_SJx.jpg,,,,,,,[],,,,,@elonmusk Himself Is Tired Of #XRP Sec Dumbshit Lawsuit.  https://t.co/WmUDwXhRcj,-1
32,1419136679810531329,1419136679810531329,2021-07-25 11:25:25 China Standard Time,2021-07-25,11:25:25,800,830711834848043008,sentosumosaba,CryptoEri 120K+ Followers (beware of imposters),,"Media coverage in Japan focusing on XRP ledger used to build NFT market. The asset #XRP has very low transaction fee &amp; closes transactions immediately.   Also a mention of the Bank in Hamamatsu Iwata Bank Japan, Cambodia &amp; Vietnam began using Ripplenet.  https://t.co/LWJtwPSZ0t",en,[],['https://nextmoney.jp/?p=42675'],[],16,155,696,['xrp'],[],https://twitter.com/sentosumosaba/status/1419136679810531329,False,,0,,,,,,,,[],,,,,"Media coverage in Japan focusing on XRP ledger used to build NFT market. The asset #XRP has very low transaction fee &amp; closes transactions immediately.   Also a mention of the Bank in Hamamatsu Iwata Bank Japan, Cambodia &amp; Vietnam began using Ripplenet.  https://t.co/LWJtwPSZ0t",1
33,1419117568657444864,1419117568657444864,2021-07-25 10:09:28 China Standard Time,2021-07-25,10:09:28,800,1323629367193489409,princexrp,ShehabHamdan,,Remember: #XRP is solving a MEGA 48 year legacy system problem.                Bigger then Amazon Google Apple  https://t.co/areGgITSfZ,en,[],[],['https://pbs.twimg.com/media/E7G35u7XEAAooeE.jpg'],3,17,55,['xrp'],[],https://twitter.com/PrinceXrp/status/1419117568657444864,False,,1,https://pbs.twimg.com/media/E7G35u7XEAAooeE.jpg,,,,,,,[],,,,,Remember: #XRP is solving a MEGA 48 year legacy system problem.                Bigger then Amazon Google Apple  https://t.co/areGgITSfZ,1
34,1419108022924636161,1419108022924636161,2021-07-25 09:31:33 China Standard Time,2021-07-25,09:31:33,800,950889478507212801,xrp_u_amaze_me,💯🚀XRP U AMAZE ME 💯🚀,,"Shame on you Clayton, Hinman &amp;  @SECGov officials who don't fight for fair. ""Financial incentives that may conflict with your interests"", &amp; ""Putting their interests ahead of your interests"". @Ripple team &amp; #XRP investors would like you to practice what your PR preaches.  https://t.co/JqQeZbfeRZ",en,"[{'screen_name': 'secgov', 'name': 'sec', 'id': '18481050'}, {'screen_name': 'ripple', 'name': 'ripple', 'id': '1051053836'}]",[],[],113,200,749,['xrp'],[],https://twitter.com/XRP_U_AMAZE_ME/status/1419108022924636161,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1419107798919483392/pu/img/FlDlicbowTpoEEib.jpg,,,,,,,[],,,,,"Shame on you Clayton, Hinman &amp;  @SECGov officials who don't fight for fair. ""Financial incentives that may conflict with your interests"", &amp; ""Putting their interests ahead of your interests"". @Ripple team &amp; #XRP investors would like you to practice what your PR preaches.  https://t.co/JqQeZbfeRZ",0
35,1419105999814905862,1419105999814905862,2021-07-25 09:23:30 China Standard Time,2021-07-25,09:23:30,800,1191402123331874823,boy_xrp,RealXRPBoy 🙅🏼‍♂️®️P 🤫😎⏳🌎❤️,,Naturally. #XRP  https://t.co/MSf5531bzV,en,[],[],"['https://pbs.twimg.com/media/E7GtYUXWUAASXBq.jpg', 'https://pbs.twimg.com/media/E7GtYj-WQAEXdK0.jpg']",11,50,196,['xrp'],[],https://twitter.com/boy_xrp/status/1419105999814905862,False,,1,https://pbs.twimg.com/media/E7GtYUXWUAASXBq.jpg,,,,,,,[],,,,,Naturally. #XRP  https://t.co/MSf5531bzV,0
36,1419100695110684674,1419100695110684674,2021-07-25 09:02:25 China Standard Time,2021-07-25,09:02:25,800,3248362170,chyeedwin,Edwin Tan #XRP,,#XRP 🚀🚀🚀🚀🚀🌕,und,[],[],[],0,10,43,['xrp'],[],https://twitter.com/ChyeEdwin/status/1419100695110684674,False,https://twitter.com/xrpnews_/status/1418949607669833744,0,,,,,,,,[],,,,,#XRP 🚀🚀🚀🚀🚀🌕,0
37,1419089468401676288,1419089468401676288,2021-07-25 08:17:49 China Standard Time,2021-07-25,08:17:49,800,1355377841991426051,xrpisourfuture,The Chosen One,,"""The End Is Near, Lives Will Change Forever For Those Holding #XRP!"" 🚀",en,[],[],[],20,31,372,['xrp'],[],https://twitter.com/XRPisOurFuture/status/1419089468401676288,False,,0,,,,,,,,[],,,,,"""The End Is Near, Lives Will Change Forever For Those Holding #XRP!"" 🚀",1
38,1419089064784015360,1419089064784015360,2021-07-25 08:16:13 China Standard Time,2021-07-25,08:16:13,800,3359623233,bloodorcrypto,Blood or Crypto?,,"Welcome to the #XRP game show!  Winners receive generational wealth Losers lose it all  Rules:  To win the game, you must do absolutely nothing but HODL.  To lose, you must be shaken out by all the fud, fake news, and price manipulation.  Sounds easy right?  Will you win or lose?",en,[],[],[],15,30,177,['xrp'],[],https://twitter.com/BloodOrCrypto/status/1419089064784015360,False,,0,,,,,,,,[],,,,,"Welcome to the #XRP game show!  Winners receive generational wealth Losers lose it all  Rules:  To win the game, you must do absolutely nothing but HODL.  To lose, you must be shaken out by all the fud, fake news, and price manipulation.  Sounds easy right?  Will you win or lose?",1
39,1419061184444211205,1419061184444211205,2021-07-25 06:25:25 China Standard Time,2021-07-25,06:25:25,800,1089176993340579840,xrpjackson,💀Chainsaw Jackson💀,,Who has a good feeling for next week?  #XRP 🚀🚀🚀🚀  👇           👇            👇 ME          ME           ME,en,[],[],[],23,44,612,['xrp'],[],https://twitter.com/XrpJackson/status/1419061184444211205,False,,0,,,,,,,,[],,,,,Who has a good feeling for next week?  #XRP 🚀🚀🚀🚀  👇           👇            👇 ME          ME           ME,1
40,1419057008024584192,1419057008024584192,2021-07-25 06:08:50 China Standard Time,2021-07-25,06:08:50,800,951914108370202624,thexrpbully,Bully,,#XRP is looking good 🚀,en,[],[],[],10,10,202,['xrp'],[],https://twitter.com/THEXRPBULLY/status/1419057008024584192,False,,0,,,,,,,,[],,,,,#XRP is looking good 🚀,1
41,1419056122397396993,1419052723081674754,2021-07-25 06:05:19 China Standard Time,2021-07-25,06:05:19,800,944462285573099520,xrpcryptowolf,XRPcryptowolf,,@XrpHound @BCBacker @digitalassetbuy @Dxron2 @xrp_mami @WillyWonkaXRP @CoinClubQuincy @KingDoggoXRP @BankXRP The SEC is going to come after everyone in the #XRP community 🤣,en,[],[],[],3,4,34,['xrp'],[],https://twitter.com/XRPcryptowolf/status/1419056122397396993,False,,0,,,,,,,,"[{'screen_name': 'XrpHound', 'name': 'XRP Hound', 'id': '1320161230540034048'}, {'screen_name': 'BCBacker', 'name': 'Blockchain Backer', 'id': '1191416292454096896'}, {'screen_name': 'digitalassetbuy', 'name': 'Digital Asset Investor Researcher/Wild Speculator', 'id': '991345218678116353'}, {'screen_name': 'Dxron2', 'name': 'Dxron - I Steal Whale Money.', 'id': '1281144662284271617'}, {'screen_name': 'xrp_mami', 'name': '$QNT $VXV $ALBT $XRP Mami | 70k 💃🏻', 'id': '1050584517948465152'}, {'screen_name': 'WillyWonkaXRP', 'name': '🔥Bull Run Wonka🔥 XRP FLR 📈', 'id': '1011068228603441152'}, {'screen_name': 'CoinClubQuincy', 'name': 'Your Bro Quincy', 'id': '3438742048'}, {'screen_name': 'KingDoggoXRP', 'name': '👑 𝕏ℝℙ 𝕂𝕚𝕟𝕘 𝔻𝕠𝕘𝕘𝕠 𝕀𝕍 👑 $1500+', 'id': '1038895492904767488'}, {'screen_name': 'BankXRP', 'name': '𝗕𝗮𝗻𝗸XRP', 'id': '937342499093471232'}]",,,,,@XrpHound @BCBacker @digitalassetbuy @Dxron2 @xrp_mami @WillyWonkaXRP @CoinClubQuincy @KingDoggoXRP @BankXRP The SEC is going to come after everyone in the #XRP community 🤣,-1
