,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,tweet,sentiment
50,1.49735E+18,1.49735E+18,2022-02-25 23:36:01 GMT Standard Time,25/2/2022,23:36:01,0,1.48616E+18,warriors_sales,AVAXWARRIORS SALES BOT 🔺,,en,"[{'screen_name': 'avaxwarriors', 'name': 'avaxwarriors🔺', 'id': '1457269233491062788'}]","['https://snowtrace.io/tx/0xb450ae3b8ae3f08be883e498cf2fb6fc4a197e2c5262ac0f77bbbf514f69dac0', 'https://avaxwarriors.io/collections/avax-warriors/2577']",['https://pbs.twimg.com/media/FMesMQ4WUAEohsj.png'],0,2,7,['avax'],[],https://twitter.com/WARRIORS_sales/status/1497354729348816898,FALSE,,1,https://pbs.twimg.com/media/FMesMQ4WUAEohsj.png,,,,,,,[],,,,,Adrianna (Sand) sold for 1.48 #AVAX!  @AVAXWARRIORS  https://t.co/YPy5uF8zym  https://t.co/QwGznYlTni  https://t.co/gQYyxhiG7Y,0
51,1.49735E+18,1.49729E+18,2022-02-25 23:35:46 GMT Standard Time,25/2/2022,23:35:46,0,1.46978E+18,stcryptofreak,Steve,,en,[],[],[],0,0,3,['avax'],[],https://twitter.com/Stcryptofreak/status/1497354667508088832,FALSE,,0,,,,,,,,"[{'screen_name': 'John1wu', 'name': 'John Wu 🔺', 'id': '1020364389222793216'}, {'screen_name': 'avalabsofficial', 'name': 'Ava Labs 🔺', 'id': '1275068809699708931'}, {'screen_name': 'circlepay', 'name': 'Circle', 'id': '2151686839'}]",,,,,"@John1wu @avalabsofficial @circlepay Amazing to see the recognition that #AVAX deserve, thank you for the hard work",1
53,1.49735E+18,1.49724E+18,2022-02-25 23:35:13 GMT Standard Time,25/2/2022,23:35:13,0,1.37192E+18,rickcoin1,Elan☠️🔺,,en,[],[],[],0,0,3,['avax'],[],https://twitter.com/Rickcoin1/status/1497354529284800512,FALSE,,0,,,,,,,,"[{'screen_name': 'avalancheavax', 'name': 'Avalanche 🔺', 'id': '1055894724245155841'}, {'screen_name': 'el33th4xor', 'name': 'Emin Gün Sirer🔺', 'id': '399412477'}]",,,,,@avalancheavax @el33th4xor I hope I don't get off work late so I don't miss it. I look forward to seeing the professor's new analysis. I have a lot of faith in #AVAX to improve my finances.,1
58,1.49735E+18,1.49723E+18,2022-02-25 23:33:25 GMT Standard Time,25/2/2022,23:33:25,0,1.46939E+18,jinxx606,Jinxcoin~,,en,[],[],[],0,0,2,['avax'],[],https://twitter.com/Jinxx606/status/1497354073577766912,FALSE,,0,,,,,,,,"[{'screen_name': 'hung_kae', 'name': 'kae hung🔺', 'id': '1367997284420640774'}]",,,,,@hung_kae We just have to stay comfy and wait while #AVAX do everything,0
59,1.49735E+18,1.49735E+18,2022-02-25 23:33:23 GMT Standard Time,25/2/2022,23:33:23,0,1.49506E+18,avasharksalebot,AvaSharks Sale Bot,,en,[],[],['https://pbs.twimg.com/media/FMerlivWYAEEQs7.jpg'],0,0,0,['avax'],[],https://twitter.com/AvasharkSaleBot/status/1497354064622981127,FALSE,,1,https://pbs.twimg.com/media/FMerlivWYAEEQs7.jpg,,,,,,,[],,,,,AvaShark #9029 SOLD for 0.85 #AVAX  https://t.co/7QOg1Tkodu,0
62,1.49735E+18,1.49726E+18,2022-02-25 23:32:39 GMT Standard Time,25/2/2022,23:32:39,0,1.39267E+18,landvikv,𝕃𝕠𝕣𝕕 𝕃𝕒𝕟𝕕𝕧𝕚𝕜𝕧👾🔺,,en,[],[],[],0,0,7,['avax'],[],https://twitter.com/Landvikv/status/1497353882325983234,FALSE,,0,,,,,,,,"[{'screen_name': 'CederNets', 'name': 'CederNet 🌄🔺', 'id': '1362122588403679232'}]",,,,,@CederNets I love seeing the red logo every time I use MM. It only means one thing: more recognition and bullish expectations for #AVAX. I'm not selling a shit until a new ATH,1
70,1.49735E+18,1.49732E+18,2022-02-25 23:31:44 GMT Standard Time,25/2/2022,23:31:44,0,1.46939E+18,jinxx606,Jinxcoin~,,en,[],[],[],0,0,2,['avax'],[],https://twitter.com/Jinxx606/status/1497353649210728453,FALSE,,0,,,,,,,,"[{'screen_name': 'AVAXBot9000', 'name': 'AVAX Bot 9000 🤖🔺', 'id': '1317533009587863557'}, {'screen_name': 'avaxbossbulls', 'name': 'BOSS BULLS🔺🐂 SOLD OUT in 3 MINUTES', 'id': '1445348988174147589'}]",,,,,"@AVAXBot9000 @avaxbossbulls I want to see it!! Please start with Inuyasha, that will be amazing! Take advantage of the red for #AVAX",1
71,1.49735E+18,1.49735E+18,2022-02-25 23:31:13 GMT Standard Time,25/2/2022,23:31:13,0,1.49126E+18,pizzagame_sales,Pizza Game Sales Tracker,,en,[],[],['https://pbs.twimg.com/media/FMerGBYXEAAgFC0.png'],0,0,0,['avax'],[],https://twitter.com/PizzaGame_Sales/status/1497353522752462848,FALSE,,1,https://pbs.twimg.com/media/FMerGBYXEAAgFC0.png,,,,,,,[],,,,,Pizza Chef #6958 SOLD for 4.95 #AVAX  https://t.co/bWYwHEVItn,0
74,1.49735E+18,1.49732E+18,2022-02-25 23:29:53 GMT Standard Time,25/2/2022,23:29:53,0,151655286,genesisvalles,Genesis🔺,,en,[],[],[],0,0,3,['avax'],[],https://twitter.com/genesisvalles/status/1497353185014517767,FALSE,,0,,,,,,,,"[{'screen_name': 'Gojo_Crypto', 'name': 'Gojo', 'id': '1396564126734848000'}]",,,,,@Gojo_Crypto That's the way I like it! #AVAX  ranking among the most important ones. Thanks for the updates,1
79,1.49735E+18,1.49735E+18,2022-02-25 23:29:31 GMT Standard Time,25/2/2022,23:29:31,0,1.48616E+18,warriors_sales,AVAXWARRIORS SALES BOT 🔺,,en,"[{'screen_name': 'avaxwarriors', 'name': 'avaxwarriors🔺', 'id': '1457269233491062788'}]","['https://snowtrace.io/tx/0x6d57406218ae58ad6d5eb3145c0a71605ca75e89ce10887719bb9fee8880736e', 'https://avaxwarriors.io/collections/avax-warriors/7940']",['https://pbs.twimg.com/media/FMeqs_1XwAI1prR.png'],0,1,6,['avax'],[],https://twitter.com/WARRIORS_sales/status/1497353092790112257,FALSE,,1,https://pbs.twimg.com/media/FMeqs_1XwAI1prR.png,,,,,,,[],,,,,Oron (Sand) sold for 1.48 #AVAX!  @AVAXWARRIORS  https://t.co/pAulALep0d  https://t.co/dO9iW9ZLns  https://t.co/Mwa6V6PBwi,0
83,1.49735E+18,1.49735E+18,2022-02-25 23:29:17 GMT Standard Time,25/2/2022,23:29:17,0,1.49506E+18,avasharksalebot,AvaSharks Sale Bot,,en,[],[],['https://pbs.twimg.com/media/FMeqppmWUAc_05v.jpg'],0,0,0,['avax'],[],https://twitter.com/AvasharkSaleBot/status/1497353035240071171,FALSE,,1,https://pbs.twimg.com/media/FMeqppmWUAc_05v.jpg,,,,,,,[],,,,,AvaShark #3546 SOLD for 0.7 #AVAX  https://t.co/iL7wBUvKJl,0
85,1.49735E+18,1.49735E+18,2022-02-25 23:29:03 GMT Standard Time,25/2/2022,23:29:03,0,1.47554E+18,firat_sales,Firat's NFT Sales,,en,[],"['https://snowtrace.io/tx/0x33cda3b6edb1bd5c0ee2ffdf3f2baf6da171532bd2995dea6e2b0be32eef560d', 'https://nftrade.com/assets/avalanche/0xa7abc3736bc5a4d3d4730eac5a1e487e56c86789/2134']",[],0,0,0,['avax'],[],https://twitter.com/firat_sales/status/1497352976192659465,FALSE,,0,,,,,,,,[],,,,,Firat's NFT (token id: 2134) sold for 4.00 #AVAX!  https://t.co/SeFDbmJG0B  https://t.co/1ZOd5ZGIZj,0
90,1.49735E+18,1.49735E+18,2022-02-25 23:28:25 GMT Standard Time,25/2/2022,23:28:25,0,1.45669E+18,suninavoid,Void🔺,,en,[],[],['https://pbs.twimg.com/media/FMeqcutWQAE-jHr.jpg'],1,7,16,['avax'],[],https://twitter.com/Suninavoid/status/1497352816398114818,FALSE,,1,https://pbs.twimg.com/media/FMeqcutWQAE-jHr.jpg,,,,,,,[],,,,,"Can someone please make more art of #AVAX C-chan, our unofficial waifu needs more love :c  https://t.co/YDNsTb2ypc",1
91,1.49735E+18,1.49735E+18,2022-02-25 23:27:36 GMT Standard Time,25/2/2022,23:27:36,0,1.49001E+18,ryunft_sales,RyuNFT_Sales,,en,[],"['https://snowtrace.io/tx/0xb9359636c7d2382f43f31035da99b86848a092b485e176d6abcafbcabf377a19', 'https://marketplace.kalao.io/collection/0x2ca0507d72e3d30badea3d3b558103d192026251']",['https://pbs.twimg.com/media/FMeqQ_jXoAQkRDh.png'],0,0,3,['avax'],[],https://twitter.com/Ryunft_sales/status/1497352610877255683,FALSE,,1,https://pbs.twimg.com/media/FMeqQ_jXoAQkRDh.png,,,,,,,[],,,,,🐉 RYU#152 sold for 3.15 #AVAX. 🐉   https://t.co/lLJnvmSy7t  https://t.co/qvOR27vpPq  https://t.co/amFID8qGLg,0
92,1.49735E+18,1.49735E+18,2022-02-25 23:27:36 GMT Standard Time,25/2/2022,23:27:36,0,1.49506E+18,avasharksalebot,AvaSharks Sale Bot,,en,[],[],['https://pbs.twimg.com/media/FMeqQ2eWYAoIYut.jpg'],0,0,0,['avax'],[],https://twitter.com/AvasharkSaleBot/status/1497352609728024581,FALSE,,1,https://pbs.twimg.com/media/FMeqQ2eWYAoIYut.jpg,,,,,,,[],,,,,AvaShark #346 SOLD for 0.68 #AVAX  https://t.co/FWs0hF9m2a,0
93,1.49735E+18,1.49724E+18,2022-02-25 23:27:28 GMT Standard Time,25/2/2022,23:27:28,0,1.46939E+18,jinxx606,Jinxcoin~,,en,[],[],[],0,0,2,['avax'],[],https://twitter.com/Jinxx606/status/1497352576899112964,FALSE,,0,,,,,,,,"[{'screen_name': 'avalancheavax', 'name': 'Avalanche 🔺', 'id': '1055894724245155841'}, {'screen_name': 'el33th4xor', 'name': 'Emin Gün Sirer🔺', 'id': '399412477'}]",,,,,"@avalancheavax @el33th4xor And that my friend is what I call a good Friday night my #AVAX bros, I'm ready",1
95,1.49735E+18,1.49735E+18,2022-02-25 23:26:24 GMT Standard Time,25/2/2022,23:26:24,0,1.49506E+18,avasharksalebot,AvaSharks Sale Bot,,en,[],[],['https://pbs.twimg.com/media/FMep_TuXoAYAhU5.jpg'],0,0,0,['avax'],[],https://twitter.com/AvasharkSaleBot/status/1497352308581191685,FALSE,,1,https://pbs.twimg.com/media/FMep_TuXoAYAhU5.jpg,,,,,,,[],,,,,AvaShark #4607 SOLD for 0.57 #AVAX  https://t.co/aMCMN34gxw,0
97,1.49735E+18,1.49735E+18,2022-02-25 23:26:23 GMT Standard Time,25/2/2022,23:26:23,0,1.49126E+18,pizzagame_sales,Pizza Game Sales Tracker,,en,[],[],['https://pbs.twimg.com/media/FMep_LVX0AE19oz.png'],0,0,0,['avax'],[],https://twitter.com/PizzaGame_Sales/status/1497352305120796673,FALSE,,1,https://pbs.twimg.com/media/FMep_LVX0AE19oz.png,,,,,,,[],,,,,Pizza Chef #9578 SOLD for 4.8 #AVAX  https://t.co/Kvh3JX6TQa,0
100,1.49735E+18,1.49735E+18,2022-02-25 23:25:43 GMT Standard Time,25/2/2022,23:25:43,0,1.49506E+18,avasharksalebot,AvaSharks Sale Bot,,en,[],[],['https://pbs.twimg.com/media/FMep1MzXMAYftvM.jpg'],0,0,0,['avax'],[],https://twitter.com/AvasharkSaleBot/status/1497352134639210498,FALSE,,1,https://pbs.twimg.com/media/FMep1MzXMAYftvM.jpg,,,,,,,[],,,,,AvaShark #1010 SOLD for 0.7 #AVAX  https://t.co/kxnC6G7XDO,0
103,1.49735E+18,1.49735E+18,2022-02-25 23:24:43 GMT Standard Time,25/2/2022,23:24:43,0,1.49126E+18,pizzagame_sales,Pizza Game Sales Tracker,,en,[],[],['https://pbs.twimg.com/media/FMepmzHXwAEfxIw.png'],0,0,0,['avax'],[],https://twitter.com/PizzaGame_Sales/status/1497351886625718277,FALSE,,1,https://pbs.twimg.com/media/FMepmzHXwAEfxIw.png,,,,,,,[],,,,,Pizza Chef #3480 SOLD for 4.8 #AVAX  https://t.co/1PHEh1i9fj,0
105,1.49735E+18,1.49735E+18,2022-02-25 23:23:53 GMT Standard Time,25/2/2022,23:23:53,0,1.48616E+18,warriors_sales,AVAXWARRIORS SALES BOT 🔺,,de,"[{'screen_name': 'avaxwarriors', 'name': 'avaxwarriors🔺', 'id': '1457269233491062788'}]","['https://snowtrace.io/tx/0x6cbcdf235d64112fec04537337e6736ec11fbc8fbe00c2a8b2b124aa7b4ea235', 'https://avaxwarriors.io/collections/avax-warriors/1609']",['https://pbs.twimg.com/media/FMepablWYAwGYun.png'],0,0,2,['avax'],[],https://twitter.com/WARRIORS_sales/status/1497351674507272198,FALSE,,1,https://pbs.twimg.com/media/FMepablWYAwGYun.png,,,,,,,[],,,,,Rebekan (Citizen) sold for 1.45 #AVAX!  @AVAXWARRIORS  https://t.co/3UQN9xXFwP  https://t.co/w8TwPwnfNs  https://t.co/YNIfUMEkzx,0
106,1.49735E+18,1.49728E+18,2022-02-25 23:22:55 GMT Standard Time,25/2/2022,23:22:55,0,1.36827E+18,loefstop66,Mike( ͡◎ ͜ʖ ͡◎)🛸🔺,,en,"[{'screen_name': 'jinxx606', 'name': 'jinxcoin~', 'id': '1469386694583627778'}]",[],[],0,0,3,['avax'],[],https://twitter.com/loefstop66/status/1497351430696493065,FALSE,,0,,,,,,,,"[{'screen_name': 'heartbeatsnft', 'name': 'Heart Beats 🔺❤️', 'id': '1481597462049603588'}]",,,,,@heartbeatsnft @pao_coin1 @Jinxx606 They look great. I would like to get lucky in this giveaway. The #AVAX community always keeps us entertained with these great giveaways.,0
108,1.49735E+18,1.49718E+18,2022-02-25 23:22:27 GMT Standard Time,25/2/2022,23:22:27,0,1.45604E+18,ankrahmun90,.,,en,[],[],[],0,0,0,['avax'],[],https://twitter.com/ankrahmun90/status/1497351312597467141,FALSE,,0,,,,,,,,"[{'screen_name': 'Eljaboom', 'name': 'Elja𝕭oom💥', 'id': '3296780478'}]",,,,,@Eljaboom Go all in on #AVAX,1
109,1.49735E+18,1.49732E+18,2022-02-25 23:21:44 GMT Standard Time,25/2/2022,23:21:44,0,7.24192E+17,crypto_bakery,CRYPTO BAKERY 🍥,,en,[],[],['https://pbs.twimg.com/media/FMeo6gCWUAIO7yv.jpg'],0,0,0,['avax'],['avax'],https://twitter.com/crypto_bakery/status/1497351135929450496,FALSE,,1,https://pbs.twimg.com/media/FMeo6gCWUAIO7yv.jpg,,,,,,,[],,,,,Both Predicted $AVAX Target Crossed ✍️  Longed #AVAX at $77   AVAX then Crossed $81.40 ❤️❤️  https://t.co/pOvPHvjKCq,0
110,1.49735E+18,1.49726E+18,2022-02-25 23:21:37 GMT Standard Time,25/2/2022,23:21:37,0,1.37231E+18,walking_eve,Eve☺,,en,[],[],[],0,0,1,['avax'],[],https://twitter.com/Walking_eve/status/1497351106388758528,FALSE,,0,,,,,,,,"[{'screen_name': 'CederNets', 'name': 'CederNet 🌄🔺', 'id': '1362122588403679232'}]",,,,,@CederNets They finally did it! #AVAX looks greater on my wallet,0
115,1.49735E+18,1.49735E+18,2022-02-25 23:16:19 GMT Standard Time,25/2/2022,23:16:19,0,1.19724E+18,ade_mek1,Pro trader 📊,,und,[],['https://twitter.com/i/spaces/1yoKMWDaaenJQ'],[],0,0,1,['avax'],[],https://twitter.com/ade_mek1/status/1497349772503568387,FALSE,,0,,,,,,,,[],,,,,#AVAX ❤️🧘🏾💎  https://t.co/wFksr0ffDK,0
118,1.49735E+18,1.49735E+18,2022-02-25 23:15:13 GMT Standard Time,25/2/2022,23:15:13,0,1.49126E+18,pizzagame_sales,Pizza Game Sales Tracker,,en,[],[],['https://pbs.twimg.com/media/FMenboNXEAID7AL.png'],0,0,0,['avax'],[],https://twitter.com/PizzaGame_Sales/status/1497349495385993223,FALSE,,1,https://pbs.twimg.com/media/FMenboNXEAID7AL.png,,,,,,,[],,,,,Master Chef #899 SOLD for 20.0 #AVAX  https://t.co/nuNEfHHiyZ,0
120,1.49735E+18,1.49735E+18,2022-02-25 23:14:36 GMT Standard Time,25/2/2022,23:14:36,0,1.46682E+18,chikn_sales,chikn sales,,en,"[{'screen_name': 'chikn_nft', 'name': 'chikn 🔺 // $egg //', 'id': '1457879822261047298'}]","['http://discord.gg/chikn', 'https://chikn.farm/chikn/5814', 'https://snowtrace.io/tx/0x2d76e19a5b3f126837690c22d047e81e73d799de7969414ed268a5a4903772eb']",['https://pbs.twimg.com/media/FMenSe5XsAYcjJw.jpg'],0,1,4,['avax'],[],https://twitter.com/chikn_sales/status/1497349338070142979,FALSE,,1,https://pbs.twimg.com/media/FMenSe5XsAYcjJw.jpg,,,,,,,[],,,,,🐔 chikn No.5814 - elite - 16 kg - sold for 40.00 #AVAX! 🥚  Twitter: @chikn_nft Community Chat:  https://t.co/7uXXalYewy Marketplace Listing:  https://t.co/M7u9fuNkd9 Transaction:  https://t.co/HGnTuUpmMn  https://t.co/ypYd1RrSH0,0
122,1.49735E+18,1.49735E+18,2022-02-25 23:14:04 GMT Standard Time,25/2/2022,23:14:04,0,1.49126E+18,pizzagame_sales,Pizza Game Sales Tracker,,en,[],[],['https://pbs.twimg.com/media/FMenKkgX0AQ7aU0.png'],0,0,0,['avax'],[],https://twitter.com/PizzaGame_Sales/status/1497349202795450370,FALSE,,1,https://pbs.twimg.com/media/FMenKkgX0AQ7aU0.png,,,,,,,[],,,,,Master Chef #6278 SOLD for 19.0 #AVAX  https://t.co/Bl1axid7Ap,0
124,1.49735E+18,1.49735E+18,2022-02-25 23:13:12 GMT Standard Time,25/2/2022,23:13:12,0,1.47554E+18,firat_sales,Firat's NFT Sales,,en,[],"['https://snowtrace.io/tx/0x52ef2e1201cc8529cf7934782a96f5d19b625c2bc056b4512d2a45ecb3d42bc2', 'https://nftrade.com/assets/avalanche/0xa7abc3736bc5a4d3d4730eac5a1e487e56c86789/1756']",['https://pbs.twimg.com/media/FMem96eXoAMIv4u.jpg'],0,0,0,['avax'],[],https://twitter.com/firat_sales/status/1497348985077522432,FALSE,,1,https://pbs.twimg.com/media/FMem96eXoAMIv4u.jpg,,,,,,,[],,,,,Firat's NFT (token id: 1756) sold for 4.00 #AVAX!  https://t.co/Wpe7Lk11Ji  https://t.co/YCIhrbqNha  https://t.co/tlVp4gIWsP,0
128,1.49735E+18,1.49729E+18,2022-02-25 23:11:04 GMT Standard Time,25/2/2022,23:11:04,0,1.49095E+18,godspowernft,Godspower,,en,"[{'screen_name': 'ade42926272', 'name': 'ade42926272', 'id': '1401071251985252356'}, {'screen_name': 'adebowaleridwa3', 'name': 'mr. crammer', 'id': '1236216697255866368'}]",[],[],0,0,0,['avax'],[],https://twitter.com/Godspowernft/status/1497348448538054666,FALSE,,0,,,,,,,,"[{'screen_name': '0xLemon_', 'name': '0xLemon_', 'id': '1489262564391280641'}]",,,,,@0xLemon_ Thanks for this great opportunity... @Ade42926272  @AdebowaleRidwa3 #avax,1
135,1.49735E+18,1.49735E+18,2022-02-25 23:09:47 GMT Standard Time,25/2/2022,23:09:47,0,2514766360,yukovskibot,YUKOVSKIBOT,,ht,[],[],[],0,0,0,['avax'],['avax'],https://twitter.com/YUKOVSKIBOT/status/1497348126709100545,FALSE,,0,,,,,,,,[],,,,,"↑ #AVAX PRICE = 80,25 Rank = #11 MCap: $19.73B 1H: +2.28% 1D: +4.80% 1W: -4.32% 1M: +21.60% 1Y: +233.99% CHANGING = 5,48 ▁▃▅  $AVAX",0
136,1.49735E+18,1.49718E+18,2022-02-25 23:09:39 GMT Standard Time,25/2/2022,23:09:39,0,1.35638E+18,paranormcrypto,ParanormalCrypto🔺,,en,[],[],[],0,0,1,['avax'],[],https://twitter.com/ParanormCrypto/status/1497348094261960704,FALSE,,0,,,,,,,,"[{'screen_name': 'Eljaboom', 'name': 'Elja𝕭oom💥', 'id': '3296780478'}]",,,,,@Eljaboom Nice time to put all that in #AVAX,1
139,1.49735E+18,1.49728E+18,2022-02-25 23:09:05 GMT Standard Time,25/2/2022,23:09:05,0,1.39267E+18,landvikv,𝕃𝕠𝕣𝕕 𝕃𝕒𝕟𝕕𝕧𝕚𝕜𝕧👾🔺,,en,[],[],[],0,0,5,['avax'],[],https://twitter.com/Landvikv/status/1497347951546540042,FALSE,,0,,,,,,,,"[{'screen_name': 'seymirel', 'name': 'Seyra Demirel', 'id': '1432317702660632578'}]",,,,,@seymirel Based #AVAX sister. You have a have a whole future ahead of you.,0
